SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy,PricePerBrick
28008,75931,1,Jurassic World,Fallen Kingdom,2018,Dilophosaurus Outpost Attack,3,289,44.99,39.99,49.99,49.99,https://images.brickset.com/sets/images/75931-1.jpg,1606,899,0.15567474
28101,40199,1,Architecture,,2018,Billund Airport ,,286,,,,,https://images.brickset.com/sets/images/40199-1.jpg,325,853,0
26707,76075,1,DC Comics Super Heroes,DC Extended Universe,2017,Wonder Woman Warrior Battle,2,286,29.99,29.99,39.99,34.99,https://images.brickset.com/sets/images/76075-1.jpg,2638,1182,0.10486014
26743,31066,1,Creator,,2017,Space Shuttle Explorer,1,285,24.99,29.99,44.99,29.99,https://images.brickset.com/sets/images/31066-1.jpg,3411,1182,0.087684211
26715,75183,1,Star Wars,Episode III,2017,Darth Vader Transformation ,6,282,19.99,24.99,29.99,29.99,https://images.brickset.com/sets/images/75183-1.jpg,10798,1886,0.070886525
28494,41162,1,Disney,Miscellaneous,2019,"Ariel, Aurora, and Tiana's Royal Celebration",3,282,39.99,39.99,49.99,44.99,https://images.brickset.com/sets/images/41162-1.jpg,217,265,0.141808511
29029,75258,1,Star Wars,Episode I,2019,Anakin's Podracer – 20th Anniversary Edition,3,279,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/75258-1.jpg,3517,1686,0.089569892
26911,40172,1,Miscellaneous,Desk accessory,2017,Brick Calendar,1,278,15.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/40172-1.jpg,2213,609,0.057517986
27623,75204,1,Star Wars,Legends,2018,Sandspeeder,2,278,34.99,29.99,39.99,39.99,https://images.brickset.com/sets/images/75204-1.jpg,3714,1499,0.125863309
27511,21142,1,Minecraft,Minifig-scale,2018,The Polar Igloo,2,278,39.99,29.99,34.99,39.99,https://images.brickset.com/sets/images/21142-1.jpg,664,374,0.143848921
27853,60193,1,City,Arctic,2018,Arctic Air Transport,2,277,24.99,39.99,49.99,29.99,https://images.brickset.com/sets/images/60193-1.jpg,2348,921,0.090216606
26498,75174,1,Star Wars,Episode VI,2017,Desert Skiff Escape,4,277,29.99,29.99,39.99,39.99,https://images.brickset.com/sets/images/75174-1.jpg,4799,2291,0.108267148
26430,31063,1,Creator,,2017,Beachside Vacation,2,275,19.99,29.99,39.99,26.99,https://images.brickset.com/sets/images/31063-1.jpg,2610,1132,0.072690909
27004,45021,1,Education,Duplo,2017,Our Town,6,274,,,,,https://images.brickset.com/sets/images/45021-1.jpg,5,23,0
29039,60226,1,City,Space,2019,Mars Research Shuttle,2,273,24.99,39.99,49.99,29.99,https://images.brickset.com/sets/images/60226-1.jpg,623,1389,0.091538462
29374,77902,1,Marvel Super Heroes,Promotional,2019,Captain Marvel and the Asis,2,271,,,,,https://images.brickset.com/sets/images/77902-1.jpg,51,642,0
27307,76098,1,DC Comics Super Heroes,Justice League,2018,Speed Force Freeze Pursuit,4,271,29.99,29.99,39.99,34.99,https://images.brickset.com/sets/images/76098-1.jpg,2123,1006,0.110664207
27882,76111,1,DC Comics Super Heroes,Batman,2018,Batman: Brother Eye Takedown,3,269,29.99,29.99,34.99,34.99,https://images.brickset.com/sets/images/76111-1.jpg,1714,784,0.111486989
26495,75170,1,Star Wars,Rebels,2017,The Phantom,3,269,39.99,29.99,39.99,39.99,https://images.brickset.com/sets/images/75170-1.jpg,5349,1867,0.14866171
27193,40173,1,Miscellaneous,Photo frames,2017,Picture Frame,,268,13.99,16.99,21.99,16.99,https://images.brickset.com/sets/images/40173-1.jpg,788,162,0.052201493
27432,70919,1,The LEGO Batman Movie,,2018,The Justice League Anniversary Party,4,267,29.99,29.99,34.99,34.99,https://images.brickset.com/sets/images/70919-1.jpg,3067,1164,0.112322097
26539,70350,1,Nexo Knights,Season 3,2017,The Three Brothers,3,266,24.99,29.99,39.99,32.99,https://images.brickset.com/sets/images/70350-1.jpg,1097,380,0.093947368
26651,10745,1,Juniors,Cars 3,2017,Florida 500 Final Race,5,266,44.99,49.99,64.99,49.99,https://images.brickset.com/sets/images/10745-1.jpg,828,232,0.169135338
29277,75946,1,Harry Potter,Goblet of Fire,2019,Hungarian Horntail Triwizard Challenge,4,265,29.99,29.99,39.99,34.99,https://images.brickset.com/sets/images/75946-1.jpg,881,1727,0.113169811
26493,75168,1,Star Wars,The Clone Wars,2017,Yoda's Jedi Starfighter,2,262,19.99,24.99,29.99,29.99,https://images.brickset.com/sets/images/75168-1.jpg,9369,1768,0.07629771
29336,21153,1,Minecraft,Minifig-scale,2019,The Wool Farm,,260,19.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/21153-1.jpg,41,161,0.076884615
26508,42061,1,Technic,,2017,Telehandler,,260,24.99,39.99,49.99,29.99,https://images.brickset.com/sets/images/42061-1.jpg,1848,484,0.096115385
28065,31078,1,Creator,,2018,Tree House Treasures ,2,260,29.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/31078-1.jpg,1578,1078,0.115346154
27589,66557,1,Classic,Product Collection,2017,Classic Quad Pack,,259,,,,,8,27,,0
27427,70638,1,Ninjago,Sons of Garmadon,2018,Katana V11,2,257,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70638-1.jpg,1525,351,0.058326848
26819,70359,1,Nexo Knights,Season 3,2017,Lance vs. Lightning,2,257,19.99,24.99,29.99,24.99,https://images.brickset.com/sets/images/70359-1.jpg,641,447,0.077782101
28091,75203,1,Star Wars,Episode V,2018,Hoth Medical Chamber,4,255,34.99,29.99,39.99,39.99,https://images.brickset.com/sets/images/75203-1.jpg,3771,1739,0.137215686
27549,40253,1,Seasonal,Christmas,2017,Christmas Build-Up,,254,4.99,,,4.99,https://images.brickset.com/sets/images/40253-1.jpg,4100,251,0.019645669
26578,70903,1,The LEGO Batman Movie,,2017,The Riddler Riddle Racer,5,254,29.99,29.99,39.99,34.99,https://images.brickset.com/sets/images/70903-1.jpg,6026,1162,0.118070866
28300,40293,1,Seasonal,Christmas,2018,Christmas Carousel,,251,,,,,https://images.brickset.com/sets/images/40293-1.jpg,3295,845,0
26884,70358,1,Nexo Knights,Season 3,2017,Aaron's Stone Destroyer,2,251,19.99,24.99,29.99,24.99,https://images.brickset.com/sets/images/70358-1.jpg,483,385,0.079641434
29030,75261,1,Star Wars,Episode III,2019,Clone Scout Walker  – 20th Anniversary Edition,5,250,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/75261-1.jpg,3232,1778,0.09996
29362,66593,1,BrickHeadz,,2019,2-in-1 Value Pack,,249,,,,,https://images.brickset.com/sets/images/66593-1.jpg,4,35,0
27626,41489,1,BrickHeadz,Star Wars,2017,Rey & Kylo Ren,,249,,19.99,,,https://images.brickset.com/sets/images/41489-1.jpg,1447,531,0
26836,40171,1,Friends,Miscellaneous,2017,Hedgehog Storage,,249,10.99,12.99,15.99,12.99,https://images.brickset.com/sets/images/40171-1.jpg,711,295,0.044136546
26549,60150,1,City,Great Vehicles,2017,Pizza Van,2,249,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/60150-1.jpg,11373,1657,0.060200803
27116,40251,1,Creator,,2017,Mini Piggy Bank,,248,11.99,,,14.99,https://images.brickset.com/sets/images/40251-1.jpg,3275,310,0.048346774
26787,60155,1,City,Seasonal,2017,City Advent Calendar,6,248,19.99,29.99,39.99,19.99,https://images.brickset.com/sets/images/60155-1.jpg,3501,474,0.080604839
27944,41348,1,Friends,,2018,Service & Care Truck,1,247,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41348-1.jpg,716,214,0.060688259
28286,41631,1,BrickHeadz,Wizarding World,2018,Newt Scamander & Gellert Grindelwald,,247,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41631-1.jpg,1645,654,0.072834008
26465,21129,1,Minecraft,Minifig-scale,2017,The Mushroom Island,2,247,19.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/21129-1.jpg,1447,419,0.080931174
27793,75214,1,Star Wars,The Clone Wars,2018,Anakin's Jedi Starfighter,2,247,25.99,19.99,24.99,29.99,https://images.brickset.com/sets/images/75214-1.jpg,4056,1304,0.105222672
26427,31060,1,Creator,,2017,Airshow Aces,,246,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/31060-1.jpg,893,291,0.073130081
27168,41319,1,Friends,Snow Resort,2017,Snow Resort Hot Chocolate Van,2,246,19.99,24.99,29.99,24.99,https://images.brickset.com/sets/images/41319-1.jpg,1023,462,0.081260163
28085,41621,1,BrickHeadz,Wizarding World,2018,Ron Weasley & Albus Dumbledore,,245,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41621-1.jpg,3023,883,0.073428571
27664,10712,1,Classic,,2018,Bricks and Gears,,244,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/10712-1.jpg,997,237,0.073729508
27615,66556,1,Star Wars,Product Collection,2017,Super Pack 2 in 1,,242,,,,,https://images.brickset.com/sets/images/66556-1.jpg,172,169,0
27467,31074,1,Creator,,2018,Rocket Rally Car,,241,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/31074-1.jpg,1113,381,0.074647303
27510,21141,1,Minecraft,Minifig-scale,2018,The Zombie Cave,3,241,19.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/21141-1.jpg,1057,364,0.082946058
29073,41372,1,Friends,,2019,Stephanie's Gymnastics Show,2,241,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/41372-1.jpg,33,162,0.103692946
27448,75200,1,Star Wars,The Last Jedi,2018,Ahch-To Island Training,2,241,25.99,29.99,34.99,29.99,https://images.brickset.com/sets/images/75200-1.jpg,7718,1584,0.107842324
28033,41611,1,BrickHeadz,Miscellaneous,2018,Marty McFly & Doc Brown,,240,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41611-1.jpg,3386,872,0.074958333
26547,60148,1,City,Great Vehicles,2017,ATV Race Team,2,239,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/60148-1.jpg,4122,783,0.075271967
28449,70826,1,The Lego Movie 2: The Second Part,,2019,Rex's Rex-treme Offroader!,2,236,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/70826-1.jpg,1889,942,0.105889831
28340,76113,1,Marvel Super Heroes,Spider-Man,2019,Spider-Man Bike Rescue,3,235,19.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/76113-1.jpg,1434,980,0.08506383
28438,41365,1,Friends,,2019,Emma's Art Studio,2,235,19.99,24.99,34.99,24.99,https://images.brickset.com/sets/images/41365-1.jpg,437,307,0.08506383
29056,75239,1,Star Wars,Episode V,2019,Hoth Generator Attack,2,235,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/75239-1.jpg,490,658,0.106340426
28229,76095,1,DC Comics Super Heroes,DC Extended Universe,2018,Black Manta Strike ,3,235,29.99,29.99,39.99,34.99,https://images.brickset.com/sets/images/76095-1.jpg,1379,881,0.127617021
27277,41496,1,BrickHeadz,DC Comics Super Heroes,2017,Supergirl & Martian Manhunter,,234,,39.99,,,https://images.brickset.com/sets/images/41496-1.jpg,205,911,0
28011,41614,1,BrickHeadz,Miscellaneous,2018,Owen & Blue,,234,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41614-1.jpg,2839,539,0.076880342
29044,60232,1,City,Town,2019,Garage Centre,,234,34.99,49.99,79.99,39.99,https://images.brickset.com/sets/images/60232-1.jpg,42,434,0.149529915
24922,70607,1,The LEGO Ninjago Movie,,2017,NINJAGO City Chase,5,233,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70607-1.jpg,4956,709,0.064334764
27614,66555,1,Star Wars,Product Collection,2017,Super Pack 2 in 1,,232,,,,,https://images.brickset.com/sets/images/66555-1.jpg,147,176,0
27603,21312,1,Ideas,NASA,2017,Women of NASA,4,231,19.99,24.99,29.99,24.99,https://images.brickset.com/sets/images/21312-1.jpg,7056,985,0.086536797
27588,40254,1,Seasonal,Christmas,2017,Nutcracker,,230,8.49,,,9.99,https://images.brickset.com/sets/images/40254-1.jpg,5842,417,0.036913043
28400,31088,1,Creator,,2019,Deep Sea Creatures,,230,12.99,14.99,19.99,14.99,https://images.brickset.com/sets/images/31088-1.jpg,1903,902,0.056478261
27844,21314,1,Ideas,Licensed,2018,TRON: Legacy,3,230,29.99,34.99,44.99,34.99,https://images.brickset.com/sets/images/21314-1.jpg,5859,1592,0.130391304
28943,10770,1,Toy Story,Toy Story 4,2019,Buzz & Woody's Carnival Mania!,5,230,44.99,49.99,69.99,49.99,https://images.brickset.com/sets/images/10770-1.jpg,388,624,0.195608696
27717,41334,1,Friends,,2018,Andrea's Park Performance,3,229,19.99,24.99,29.99,24.99,https://images.brickset.com/sets/images/41334-1.jpg,625,278,0.087292576
27514,76099,1,Marvel Super Heroes,Black Panther,2018,Rhino Face-Off by the Mine,3,229,19.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/76099-1.jpg,4023,863,0.087292576
27398,75208,1,Star Wars,Episode V,2018,Yoda's Hut,3,229,25.99,29.99,34.99,29.99,https://images.brickset.com/sets/images/75208-1.jpg,8128,1970,0.11349345
28103,41622,1,BrickHeadz,Miscellaneous,2018,Peter Venkman & Slimer,,228,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41622-1.jpg,2455,861,0.078903509
27755,41288,1,The Powerpuff Girls,,2018,Mojo Jojo Strikes,4,228,29.99,29.99,39.99,34.99,https://images.brickset.com/sets/images/41288-1.jpg,601,395,0.131535088
28393,70663,1,Ninjago,Spinjitzu,2019,Spinjitzu Nya & Wu,2,227,15.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70663-1.jpg,237,245,0.070440529
29046,75976,1,Overwatch,,2019,Wrecking Ball,,227,17.99,19.99,,,https://images.brickset.com/sets/images/75976-1.jpg,10,878,0.079251101
26446,41182,1,Elves,,2017,The Capture of Sophie Jones,2,226,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41182-1.jpg,1311,387,0.07960177
27468,31075,1,Creator,,2018,Outback Adventures,1,225,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/31075-1.jpg,1523,834,0.079955556
29066,41376,1,Friends,,2019,Turtles Rescue Mission,2,225,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41376-1.jpg,148,395,0.079955556
27462,31073,1,Creator,,2018,Mythical Creatures,,223,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/31073-1.jpg,2184,486,0.058251121
27718,41333,1,Friends,,2018,Olivia's Mission Vehicle,1,223,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41333-1.jpg,1115,266,0.067219731
27435,76102,1,Marvel Super Heroes,Avengers: Infinity War,2018,Thor's Weapon Quest,3,223,19.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/76102-1.jpg,7236,998,0.089641256
28382,21151,1,Minecraft,Minifig-scale,2019,The End Battle,2,222,19.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/21151-1.jpg,477,308,0.090045045
26753,41145,1,Disney,The Little Mermaid,2017,Ariel and the Magical Spell,2,222,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/41145-1.jpg,1087,432,0.112567568
27441,75927,1,Jurassic World,Fallen Kingdom,2018,Stygimoloch Breakout,2,222,34.99,29.99,39.99,39.99,https://images.brickset.com/sets/images/75927-1.jpg,2457,857,0.157612613
27783,70651,1,Ninjago,Hunted,2018,Throne Room Showdown,5,221,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70651-1.jpg,1768,472,0.081402715
28425,31089,1,Creator,,2019,Sunset Track Racer,,221,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/31089-1.jpg,400,339,0.081402715
27766,40306,1,Promotional,LEGOLAND,2018,LEGOLAND Castle,1,220,,19.99,,,https://images.brickset.com/sets/images/40306-1.jpg,1220,832,0
27155,CELEB2017,1,Star Wars,Promotional,2017,Detention Block Rescue,2,220,,39.99,,,https://images.brickset.com/sets/images/CELEB2017-1.jpg,317,1981,0
28467,75892,1,Speed Champions,McLaren,2019,McLaren Senna,1,219,12.99,14.99,19.99,14.99,https://images.brickset.com/sets/images/75892-1.jpg,3148,1142,0.059315068
28156,75997,1,Marvel Super Heroes,Promotional,2018,Ant-Man and the Wasp,,218,,,,,https://images.brickset.com/sets/images/75997-1.jpg,122,757,0
29158,66584,1,Creator,,2019,Bonus/Value pack,,218,,,,,2,58,,0
28475,60208,1,City,Sky Police,2019,Parachute Arrest,4,218,24.99,39.99,49.99,29.99,https://images.brickset.com/sets/images/60208-1.jpg,384,510,0.114633028
27279,70629,1,The LEGO Ninjago Movie,,2017,Piranha Attack,4,217,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70629-1.jpg,2610,596,0.069078341
27474,72001,1,Nexo Knights,Season 5,2018,Lance's Hover Jouster,3,217,19.99,19.99,27.99,19.99,https://images.brickset.com/sets/images/72001-1.jpg,655,275,0.092119816
26763,41326,1,Friends,Seasonal,2017,Friends Advent Calendar,1,217,19.99,29.99,39.99,19.99,https://images.brickset.com/sets/images/41326-1.jpg,1004,230,0.092119816
26434,41231,1,DC Super Hero Girls,,2017,Harley Quinn to the Rescue,2,217,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/41231-1.jpg,1385,307,0.11516129
26476,70348,1,Nexo Knights,Season 3,2017,Lance's Twin Jouster,3,216,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70348-1.jpg,1410,379,0.069398148
27494,75195,1,Star Wars,MicroFighters,2018,Ski Speeder vs. First Order Walker Microfighters,2,216,16.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/75195-1.jpg,4661,974,0.078657407
29072,41371,1,Friends,,2019,Mia's Horse Trailer,,216,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/41371-1.jpg,55,157,0.115694444
27790,41627,1,BrickHeadz,Star Wars,2018,Luke Skywalker & Yoda,,215,14.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/41627-1.jpg,3234,1281,0.06972093
28287,41632,1,BrickHeadz,Miscellaneous,2018,Homer Simpson & Krusty the Clown,,215,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41632-1.jpg,1820,696,0.083674419
27921,10763,1,Juniors,Friends,2018,Stephanie's Lakeside House,3,215,29.99,34.99,44.99,34.99,https://images.brickset.com/sets/images/10763-1.jpg,168,115,0.139488372
27857,41453,1,Unikitty,,2018,Party Time,4,214,29.99,19.99,24.99,29.99,https://images.brickset.com/sets/images/41453-1.jpg,727,306,0.140140187
27665,10713,1,Classic,,2018,Creative Suitcase,,213,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/10713-1.jpg,663,176,0.084460094
29160,40334,1,Marvel Super Heroes,Avengers,2019,Avengers Tower,1,211,,,,,https://images.brickset.com/sets/images/40334-1.jpg,2985,907,0
27719,41332,1,Friends,,2018,Emma's Art Stand,1,210,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41332-1.jpg,1125,306,0.085666667
28948,40347,1,Promotional,LEGOLAND,2019,LEGOLAND Driving School,,209,,,,,https://images.brickset.com/sets/images/40347-1.jpg,423,603,0
28034,41610,1,BrickHeadz,DC Comics Super Heroes,2018,Tactical Batman & Superman,,209,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41610-1.jpg,2261,667,0.086076555
29275,60230,1,City,Space,2019,People Pack - Space Research and Development,15,209,34.99,39.99,49.99,39.99,https://images.brickset.com/sets/images/60230-1.jpg,641,2000,0.167416268
26477,70349,1,Nexo Knights,Season 3,2017,Ruina's Lock & Roller,3,208,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70349-1.jpg,1515,398,0.072067308
28394,70664,1,Ninjago,Spinjitzu,2019,Spinjitzu Lloyd vs. Garmadon,2,208,15.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70664-1.jpg,381,303,0.076875
26494,75169,1,Star Wars,Episode I,2017,Duel on Naboo,3,208,19.99,24.99,29.99,29.99,https://images.brickset.com/sets/images/75169-1.jpg,8613,1718,0.096105769
28401,31090,1,Creator,,2019,Underwater Robot,,207,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/31090-1.jpg,656,536,0.086908213
26433,41230,1,DC Super Hero Girls,,2017,Batgirl Batjet Chase,1,206,19.99,24.99,34.99,24.99,https://images.brickset.com/sets/images/41230-1.jpg,1621,295,0.097038835
28421,66597,1,Star Wars,Product Collection,2018,2-in-1 Super Pack,,205,,,,,https://images.brickset.com/sets/images/66597-1.jpg,153,85,0
27301,40178,1,Promotional,LEGO brand stores,2017,Exclusive VIP Set,2,205,,,,,https://images.brickset.com/sets/images/40178-1.jpg,6687,597,0
26429,31062,1,Creator,,2017,Robo Explorer,,205,17.99,19.99,24.99,17.99,https://images.brickset.com/sets/images/31062-1.jpg,3985,754,0.087756098
27600,41191,1,Elves,,2018,Naida & The Water Turtle Ambush,2,205,19.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/41191-1.jpg,1260,294,0.097512195
26443,41149,1,Disney,Moana,2017,Moana's Island Adventure,1,205,24.99,24.99,29.99,29.99,https://images.brickset.com/sets/images/41149-1.jpg,1337,496,0.121902439
26691,70910,1,The LEGO Batman Movie,,2017,Scarecrow Special Delivery,3,204,19.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/70910-1.jpg,4113,1302,0.097990196
28139,75512,1,Star Wars,Promotional,2018,Millennium Falcon Cockpit,2,203,,,,,https://images.brickset.com/sets/images/75512-1.jpg,209,1152,0
27733,75885,1,Speed Champions,Ford,2018,Ford Fiesta M-Sport WRC,1,203,12.99,14.99,18.99,14.99,https://images.brickset.com/sets/images/75885-1.jpg,4915,883,0.063990148
29040,60225,1,City,Space,2019,Rover Testing Drive,2,202,17.99,29.99,39.99,19.99,https://images.brickset.com/sets/images/60225-1.jpg,532,1262,0.089059406
28530,66596,1,Star Wars,Product Collection,2018,Super Pack 2-in-1,,201,,,,,https://images.brickset.com/sets/images/66596-1.jpg,175,88,0
27951,41618,1,BrickHeadz,Disney,2018,Anna & Olaf,,201,14.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/41618-1.jpg,1970,591,0.074577114
26481,70622,1,Ninjago,The Hands of Time,2017,Desert Lightning,3,201,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70622-1.jpg,1267,412,0.074577114
26796,60158,1,City,Jungle,2017,Jungle Cargo Helicopter ,2,201,15.99,19.99,29.99,19.99,https://images.brickset.com/sets/images/60158-1.jpg,2678,683,0.079552239
29043,60231,1,City,Fire,2019,Fire Chief Response Truck,2,201,17.99,29.99,39.99,19.99,https://images.brickset.com/sets/images/60231-1.jpg,255,739,0.089502488
26577,70901,1,The LEGO Batman Movie,,2017,Mr. Freeze Ice Attack,3,201,19.99,19.99,24.99,17.49,https://images.brickset.com/sets/images/70901-1.jpg,6417,1023,0.099452736
27848,60192,1,City,Arctic,2018,Arctic Ice Crawler,1,200,15.99,24.99,29.99,19.99,https://images.brickset.com/sets/images/60192-1.jpg,1796,715,0.07995
27464,31076,1,Creator,,2018,Daredevil Stunt Plane,1,200,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/31076-1.jpg,1786,709,0.08995
28072,76109,1,Marvel Super Heroes,Ant-Man,2018,Quantum Realm Explorers,3,200,19.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/76109-1.jpg,4204,1179,0.09995
29058,76118,1,DC Comics Super Heroes,Batman,2019,Mr. Freeze Batcycle Battle,3,200,19.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/76118-1.jpg,329,1049,0.09995
28487,41359,1,Friends,,2019,Heart Box Friendship Pack,2,199,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41359-1.jpg,303,183,0.075326633
26504,42057,1,Technic,,2017,Ultralight Helicopter,,199,14.99,19.99,24.99,14.99,https://images.brickset.com/sets/images/42057-1.jpg,2913,421,0.075326633
27305,76096,1,DC Comics Super Heroes,Justice League,2018,Superman & Krypto Team-Up,2,199,19.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/76096-1.jpg,2374,868,0.100452261
28469,75890,1,Speed Champions,Ferrari,2019,Ferrari F40 Competizione,1,198,12.99,14.99,19.99,14.99,https://images.brickset.com/sets/images/75890-1.jpg,3142,1136,0.065606061
28468,75891,1,Speed Champions,Chevrolet,2019,Chevrolet Camaro ZL1 Race Car,1,198,12.99,14.99,19.99,14.99,https://images.brickset.com/sets/images/75891-1.jpg,2655,1070,0.065606061
26548,60149,1,City,Great Vehicles,2017,4x4 with Catamaran,2,198,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/60149-1.jpg,3632,1046,0.090858586
27509,21140,1,Minecraft,Minifig-scale,2018,The Chicken Coop,1,198,19.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/21140-1.jpg,1577,406,0.100959596
27861,21145,1,Minecraft,Minifig-scale,2018,The Skull Arena,2,198,19.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/21145-1.jpg,690,290,0.100959596
27429,70918,1,The LEGO Batman Movie,,2018,The Bat-Dune Buggy,2,198,19.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/70918-1.jpg,2058,965,0.100959596
28146,75996,1,DC Comics Super Heroes,Promotional,2018,Aquaman and Storm,,197,,,,,https://images.brickset.com/sets/images/75996-1.jpg,96,496,0
28428,60222,1,City,Great Vehicles,2019,Snow Groomer,2,197,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/60222-1.jpg,1497,1039,0.091319797
26553,76079,1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,Ravager Attack,3,197,19.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/76079-1.jpg,4914,1064,0.101472081
26703,76085,1,DC Comics Super Heroes,DC Extended Universe,2017,Battle of Atlantis,4,197,19.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/76085-1.jpg,3847,721,0.101472081
28371,75971,1,Overwatch,,2019,Hanzo vs. Genji,3,197,24.99,19.99,24.99,24.99,https://images.brickset.com/sets/images/75971-1.jpg,1116,723,0.126852792
26568,75877,1,Speed Champions,Mercedes,2017,Mercedes-AMG GT3,1,196,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/75877-1.jpg,5183,1126,0.06627551
29079,70848,1,The Lego Movie 2: The Second Part,,2019,Systar Party Crew,1,196,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70848-1.jpg,117,881,0.091785714
29252,40333,1,Star Wars,Promotional,2019,Battle of Hoth - 20th Anniversary Edition,,195,,,,,https://images.brickset.com/sets/images/40333-1.jpg,3810,644,0
26801,60168,1,City,Coast Guard,2017,Sailboat Rescue,2,195,19.99,29.99,39.99,24.99,https://images.brickset.com/sets/images/60168-1.jpg,1030,928,0.102512821
26426,31059,1,Creator,,2017,Sunset Street Bike,,194,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/31059-1.jpg,825,290,0.092731959
28077,41630,1,BrickHeadz,Disney,2018,Jack Skellington & Sally,,193,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41630-1.jpg,1540,900,0.093212435
29055,75238,1,Star Wars,Episode VI,2019,Action Battle Endor Assault,2,193,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/75238-1.jpg,570,783,0.129481865
28495,41161,1,Disney,Aladdin,2019,Aladdin's and Jasmine's Palace Adventures,2,193,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/41161-1.jpg,366,326,0.129481865
27523,60180,1,City,Great Vehicles,2018,Monster Truck,1,192,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/60180-1.jpg,2917,662,0.078072917
